MAG	Completeness	Contamination	Total_tRNAs	AA_Coverage	16S	23S	5S	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	check_Source
3300027800_67	96.81	1.6	31	18	0	0	0	Gradient Boost (General Model)	4	0.908	41927	311.21646859083194	1209723	0.28	1178	62	103071		Aquatic_19300_1
3300027806_15	98.45	2.06	45	20	0	0	0	Gradient Boost (General Model)	11	0.916	75190	319.39367122552966	3894849	0.68	3729	98	250017		Aquatic_19300_1
3300027815_101	100.0	0.1	54	20	1	1	0	Gradient Boost (General Model)	11	0.879	160509	271.6991321118612	959602	0.49	1037	12	183295		Aquatic_19300_1
3300027815_41	100.0	0.18	42	19	0	0	0	Neural Network (Specific Model)	11	0.937	176511	317.79442363712025	2439225	0.36	2403	20	474425		Aquatic_19300_1
3300027815_89	93.37	1.06	47	19	1	1	1	Gradient Boost (General Model)	11	0.89	36388	299.7892824704814	1109945	0.48	1101	41	93615		Aquatic_19300_1
3300027819_106	92.42	0.18	37	19	1	1	1	Gradient Boost (General Model)	11	0.943	15359	325.86079295154184	1172296	0.48	1135	90	78509		Aquatic_19300_1
3300027819_158	97.37	0.52	48	19	1	0	0	Gradient Boost (General Model)	11	0.903	71582	269.09988385598143	768412	0.48	861	21	134275		Aquatic_19300_1
3300027819_28	94.97	4.67	51	19	1	1	1	Gradient Boost (General Model)	11	0.888	242222	366.4345594525235	4335722	0.63	3507	36	758505		Aquatic_19300_1
3300027885_24	100.0	0.17	47	19	1	1	1	Gradient Boost (General Model)	11	0.896	159069	338.8004073319756	1668433	0.38	1473	15	346869		Aquatic_19300_1
3300027896_112	95.17	0.38	37	12	2	1	1	Gradient Boost (General Model)	11	0.915	67513	272.807868252516	974755	0.47	1093	31	204558		Aquatic_19300_1
3300027896_52	96.95	3.72	49	19	0	0	1	Gradient Boost (General Model)	11	0.869	42635	297.8149412210845	2704390	0.48	2637	104	178398		Aquatic_19300_1
3300027937_4	91.54	0.79	43	17	1	1	0	Neural Network (Specific Model)	11	0.814	67664	266.433933933934	1952269	0.37	1998	51	161470		Aquatic_19300_1
3300027963_15	97.73	0.64	35	20	2	3	3	Gradient Boost (General Model)	11	0.953	27762	350.60510981622593	2455334	0.41	2231	135	81033		Aquatic_19300_1
3300028044_45	95.23	1.25	32	20	1	1	1	Gradient Boost (General Model)	11	0.898	31010	304.2013685239492	1037795	0.38	1023	54	89823		Aquatic_19300_1
3300028114_26	94.38	0.76	44	20	0	0	0	Gradient Boost (General Model)	11	0.937	22066	295.48146513680496	2137680	0.53	2266	161	87556		Aquatic_19300_1
3300028177_12	93.27	1.37	33	17	0	1	1	Gradient Boost (General Model)	11	0.903	12629	296.0044826298095	2629009	0.49	2677	260	51385		Aquatic_19300_1
3300028275_6	100.0	0.21	49	20	0	0	0	Neural Network (Specific Model)	11	0.941	91961	294.8254655695106	2158966	0.69	2309	43	379198		Aquatic_19300_1
3300028569_28	99.67	1.49	37	19	0	0	3	Neural Network (Specific Model)	11	0.866	72425	299.91329479768785	3766816	0.47	3633	82	279634		Aquatic_19300_1
3300028569_78	99.86	0.5	42	20	1	1	1	Neural Network (Specific Model)	11	0.89	248136	288.030235162374	865286	0.43	893	7	430620		Aquatic_19300_1
3300028581_52	100.0	0.0	36	20	1	1	1	Gradient Boost (General Model)	11	0.913	35871	299.6271361988607	1896378	0.42	1931	79	78556		Aquatic_19300_1
3300028581_60	97.36	0.67	46	19	1	0	0	Neural Network (Specific Model)	11	0.898	82366	314.32253419726425	1454308	0.54	1389	27	243519		Aquatic_19300_1
3300000101_23	99.98	2.35	34	18	0	0	0	Neural Network (Specific Model)	11	0.914	41670	311.15211397058823	2220089	0.49	2176	90	119465		Aquatic_19300_1
3300000866_11	98.35	0.38	38	19	1	0	0	Neural Network (Specific Model)	11	0.938	21132	295.83048780487803	1542721	0.41	1640	105	71507		Aquatic_19300_1
3300002154_6	96.07	1.74	29	16	0	0	0	Gradient Boost (General Model)	11	0.949	9126	314.1010728402033	1754849	0.42	1771	221	37872		Aquatic_19300_1
3300002242_16	94.44	0.88	36	17	0	0	0	Gradient Boost (General Model)	11	0.917	12006	295.2919042189281	2536420	0.61	2631	263	39598		Aquatic_19300_1
3300004870_4	92.37	0.05	36	20	1	1	1	Neural Network (Specific Model)	11	0.924	25855	291.5129732028924	2220197	0.5	2351	124	95052		Aquatic_19300_1
3300005298_12	96.19	2.02	47	20	1	1	2	Neural Network (Specific Model)	11	0.931	129309	317.559043348281	2045984	0.32	2007	47	421236		Aquatic_19300_1
3300011189_10	94.49	1.61	80	20	0	0	1	Gradient Boost (General Model)	11	0.905	28103	297.7934412265758	2312768	0.31	2348	128	96449		Aquatic_19300_1
3300012118_9	99.96	0.0	37	18	1	1	1	Neural Network (Specific Model)	11	0.906	30999	260.0802792321117	984769	0.4	1146	51	70299		Aquatic_19300_1
3300013131_17	90.44	1.44	34	17	1	0	0	Gradient Boost (General Model)	11	0.905	23274	344.9803033733303	5041107	0.59	4417	311	137650		Aquatic_19300_1
3300013132_158	91.65	0.41	35	16	1	1	0	Gradient Boost (General Model)	11	0.87	8824	284.33216374269006	837563	0.57	855	107	27720		Aquatic_19300_1
3300013137_205	94.01	0.19	38	18	1	1	0	Gradient Boost (General Model)	11	0.884	16187	262.0531286894923	750724	0.48	847	59	63747		Aquatic_19300_1
3300014203_89	94.61	0.07	39	19	1	1	1	Gradient Boost (General Model)	11	0.935	28687	279.1367673179396	502372	0.39	563	33	84190		Aquatic_19300_1
3300014208_164	93.91	2.47	37	15	0	0	0	Gradient Boost (General Model)	11	0.932	24716	284.0074515648286	611932	0.56	671	38	50586		Aquatic_19300_1
3300014720_26	95.21	2.72	41	19	0	0	0	Neural Network (Specific Model)	11	0.857	23573	300.37782401902496	3530122	0.58	3364	248	83376		Aquatic_19300_1
3300014720_28	99.98	1.66	46	20	0	0	0	Neural Network (Specific Model)	11	0.891	23531	303.484685822545	3232703	0.4	3167	215	104917		Aquatic_19300_1
3300017423_14	97.12	0.11	39	18	0	0	0	Gradient Boost (General Model)	11	0.934	18851	301.6224627875507	2143520	0.65	2217	174	76553		Aquatic_19300_1
3300017423_21	90.8	1.33	35	16	1	1	1	Gradient Boost (General Model)	11	0.954	27558	296.5574986751457	1755827	0.52	1887	100	105427		Aquatic_19300_1
3300017470_35	96.65	0.13	41	19	1	1	1	Gradient Boost (General Model)	11	0.89	42134	289.9097135740971	1565527	0.41	1606	59	115870		Aquatic_19300_1
3300017477_4	92.99	1.67	32	17	0	0	1	Gradient Boost (General Model)	11	0.938	17544	353.47222222222223	1623687	0.48	1440	126	67518		Aquatic_19300_1
3300018044_7	91.82	4.17	47	19	1	0	0	Gradient Boost (General Model)	11	0.847	15923	284.673140954495	3626242	0.43	3604	346	129877		Aquatic_19300_1
3300020193_11	96.23	3.05	82	20	1	1	0	Gradient Boost (General Model)	11	0.896	42032	371.8920863309352	6224822	0.58	5004	331	158384		Aquatic_19300_1
3300020200_50	100.0	0.89	33	18	1	1	1	Gradient Boost (General Model)	11	0.944	253166	347.3018867924528	2102148	0.41	1908	34	593638		Aquatic_19300_1
3300020214_50	100.0	1.11	48	20	1	1	1	Gradient Boost (General Model)	11	0.905	41383	310.0581180811808	1111827	0.56	1084	41	109978		Aquatic_19300_1
3300020221_46	99.18	3.12	48	20	1	1	2	Gradient Boost (General Model)	11	0.9	22542	303.7321357285429	2531410	0.48	2505	180	110893		Aquatic_19300_1
3300020222_39	91.4	0.56	46	20	1	1	0	Gradient Boost (General Model)	11	0.877	14696	342.4938225383751	3122293	0.51	2671	273	52141		Aquatic_19300_1
3300020303_1	99.78	0.84	42	19	0	0	0	Neural Network (Specific Model)	11	0.914	18582	294.2953308507591	3366322	0.61	3491	266	110093		Aquatic_19300_1
3300020397_12	92.72	0.75	12	8	0	0	0	Gradient Boost (General Model)	11	0.933	13253	318.12964774951075	2086508	0.53	2044	199	56861		Aquatic_19300_1
3300020477_11	91.09	1.52	48	19	1	1	0	Gradient Boost (General Model)	11	0.932	40859	411.95697074010326	5388363	0.62	4067	222	252360		Aquatic_19300_1
3300020603_57	98.3	1.34	38	17	2	0	1	Gradient Boost (General Model)	11	0.888	16109	321.3664993153811	2374294	0.51	2191	200	52771		Aquatic_19300_1
3300021093_41	100.0	2.0	34	20	1	0	1	Gradient Boost (General Model)	11	0.955	68146	351.72219720846465	2447087	0.43	2221	96	155292		Aquatic_19300_1
3300021093_50	100.0	0.06	35	19	0	0	1	Gradient Boost (General Model)	11	0.957	313510	353.4200610997963	2171250	0.46	1964	12	690389		Aquatic_19300_1
3300021338_23	99.62	0.12	38	20	1	1	1	Gradient Boost (General Model)	11	0.878	624183	318.32706093189967	1212219	0.36	1116	4	624183		Aquatic_19300_1
3300021410_7	98.18	0.57	51	20	1	1	1	Neural Network (Specific Model)	11	0.889	45105	306.39559014267184	4773813	0.61	4626	172	190374		Aquatic_19300_1
3300021500_5	97.65	3.05	41	18	1	1	1	Gradient Boost (General Model)	11	0.892	16043	316.0949177877429	2839485	0.64	2676	244	64256		Aquatic_19300_1
3300022834_6	100.0	0.06	46	20	1	1	1	Neural Network (Specific Model)	11	0.915	115130	319.6129418813661	1745898	0.52	1669	26	270761		Aquatic_19300_1
3300022836_9	99.86	0.68	43	20	0	0	0	Neural Network (Specific Model)	11	0.895	98683	280.4720026350461	2843718	0.64	3036	80	376560		Aquatic_19300_1
3300022857_8	99.93	2.41	44	20	1	1	1	Neural Network (Specific Model)	11	0.899	23743	283.7563342318059	3506953	0.61	3710	237	118445		Aquatic_19300_1
3300022902_30	98.08	0.11	36	20	2	1	1	Gradient Boost (General Model)	11	0.898	134169	318.04088050314465	1012039	0.43	954	21	206520		Aquatic_19300_1
3300022933_20	100.0	1.31	42	20	1	1	1	Gradient Boost (General Model)	11	0.943	151934	343.1937602627258	2651726	0.44	2436	38	334503		Aquatic_19300_1
3300023177_45	94.91	1.12	42	18	1	1	0	Gradient Boost (General Model)	11	0.91	32250	274.6666666666667	484328	0.5	537	21	96209		Aquatic_19300_1
3300023240_5	95.41	0.08	43	20	1	1	1	Neural Network (Specific Model)	11	0.943	19445	291.5049226441632	1315164	0.52	1422	113	97249		Aquatic_19300_1
3300023249_8	99.99	0.08	45	20	1	1	1	Neural Network (Specific Model)	11	0.915	76159	315.0824925816024	1737575	0.52	1685	52	148423		Aquatic_19300_1
3300024054_31	99.36	2.75	37	18	0	0	0	Gradient Boost (General Model)	11	0.931	14549	300.0436638214051	2936347	0.49	3046	260	47084		Aquatic_19300_1
3300024262_21	92.41	0.16	68	20	1	1	1	Gradient Boost (General Model)	11	0.898	175545	332.60715674834694	2849041	0.38	2571	46	307833		Aquatic_19300_1
3300024333_17	93.37	0.89	33	18	0	0	0	Gradient Boost (General Model)	11	0.944	13692	293.02758620689656	1481763	0.61	1595	137	47621		Aquatic_19300_1
3300024353_9	99.99	0.33	51	20	0	0	0	Neural Network (Specific Model)	11	0.892	443598	315.83218604651165	5702605	0.66	5375	32	903884		Aquatic_19300_1
3300024356_4	100.0	0.21	49	20	1	0	0	Neural Network (Specific Model)	11	0.941	81078	294.0004319654428	2160109	0.69	2315	46	274032		Aquatic_19300_1
3300024492_1	100.0	0.24	49	20	0	0	0	Neural Network (Specific Model)	11	0.941	94891	294.6607605877269	2163535	0.69	2314	39	273177		Aquatic_19300_1
3300024510_4	91.17	0.58	39	20	0	0	0	Gradient Boost (General Model)	11	0.95	35220	323.294061302682	1064376	0.45	1044	58	155542		Aquatic_19300_1
3300025044_13	92.64	0.83	33	19	1	1	1	Neural Network (Specific Model)	11	0.913	14632	311.00333889816363	3055553	0.38	2995	262	58996		Aquatic_19300_1
3300025234_2	98.27	0.47	34	19	2	1	1	Gradient Boost (General Model)	11	0.915	19014	290.246875	2431916	0.42	2560	182	65845		Aquatic_19300_1
3300025347_13	93.62	0.76	39	20	0	0	0	Neural Network (Specific Model)	11	0.921	23169	301.5470337594232	2990522	0.62	3051	184	82981		Aquatic_19300_1
3300025469_14	96.65	4.05	35	10	0	1	1	Gradient Boost (General Model)	11	0.864	21330	250.97437137330755	1796480	0.5	2068	114	78780		Aquatic_19300_1
3300025477_6	99.3	2.42	46	20	0	0	0	Gradient Boost (General Model)	11	0.884	32936	302.15728004152606	3939242	0.57	3853	179	104868		Aquatic_19300_1
3300025488_7	92.53	1.5	44	19	1	1	1	Gradient Boost (General Model)	11	0.915	137870	371.9168755221387	2913379	0.37	2394	43	347187		Aquatic_19300_1
3300025532_20	92.5	0.99	36	20	1	1	1	Neural Network (Specific Model)	11	0.917	28031	281.2044198895028	664563	0.4	724	39	65996		Aquatic_19300_1
3300025594_3	99.99	0.56	50	20	0	0	2	Neural Network (Specific Model)	11	0.919	197167	329.1046745694475	4792188	0.7	4471	34	415840		Aquatic_19300_1
3300025632_16	91.0	3.77	34	17	1	1	1	Neural Network (Specific Model)	11	0.934	29303	329.8416988416988	1918765	0.39	1813	112	77389		Aquatic_19300_1
3300025809_42	99.62	0.14	33	19	0	0	0	Neural Network (Specific Model)	11	0.936	124708	346.4626086956522	1912734	0.39	1725	32	275966		Aquatic_19300_1
3300025860_23	93.2	2.5	29	17	0	1	1	Gradient Boost (General Model)	11	0.907	14487	316.6651063829787	2459481	0.53	2350	231	51512		Aquatic_19300_1
3300026108_6	92.91	4.89	42	19	1	0	1	Gradient Boost (General Model)	11	0.869	25086	291.1206569804169	3177435	0.59	3166	189	80042		Aquatic_19300_1
3300026253_31	96.43	0.22	45	20	1	1	1	Gradient Boost (General Model)	11	0.899	47694	317.95149464185	1879376	0.57	1773	61	130319		Aquatic_19300_1
3300027185_3	97.98	0.02	30	19	1	1	0	Gradient Boost (General Model)	11	0.956	24299	341.534360950546	1663596	0.55	1557	98	80455		Aquatic_19300_1
3300027396_3	100.0	0.23	49	20	1	1	1	Neural Network (Specific Model)	11	0.94	37591	288.35601871544026	2154139	0.69	2351	93	119332		Aquatic_19300_1
3300027515_14	92.08	4.88	48	19	1	1	1	Gradient Boost (General Model)	11	0.896	15744	311.56393535582646	3670779	0.59	3527	321	79469		Aquatic_19300_1
3300027515_30	95.61	3.34	50	20	1	1	1	Gradient Boost (General Model)	11	0.921	30340	309.1652892561983	2551260	0.45	2541	118	80072		Aquatic_19300_1
3300027594_7	95.61	3.41	42	19	1	1	1	Neural Network (Specific Model)	11	0.943	28397	294.5134575569358	1805807	0.46	1932	133	133563		Aquatic_19300_1
3300027607_47	98.21	0.21	35	20	1	1	1	Gradient Boost (General Model)	11	0.92	107419	368.3016579053781	2967095	0.38	2473	52	248984		Aquatic_19300_1
3300027746_45	90.64	0.77	35	16	1	0	1	Neural Network (Specific Model)	11	0.957	40637	315.46153846153845	1270351	0.44	1287	66	120110		Aquatic_19300_1
3300027793_10	98.73	2.44	48	20	0	0	0	Gradient Boost (General Model)	11	0.911	50930	312.054068522484	3831644	0.68	3736	141	181267		Aquatic_19300_1
3300027796_44	100.0	0.01	37	20	0	0	0	Neural Network (Specific Model)	11	0.957	323779	317.63882910030134	2306579	0.41	2323	7	996826		Aquatic_19300_1
3300027800_38	94.74	0.0	51	20	1	1	1	Gradient Boost (General Model)	11	0.919	146359	357.6986301369863	2637706	0.5	2263	28	528969		Aquatic_19300_1
3300027806_7	94.98	4.08	48	20	0	0	2	Gradient Boost (General Model)	11	0.858	42853	331.5583173996176	5442549	0.53	4707	214	222931		Aquatic_19300_1
3300027815_198	91.91	0.43	35	18	1	1	1	Gradient Boost (General Model)	11	0.915	867353	246.25069637883007	867353	0.29	1077	1	867353		Aquatic_19300_1
3300027815_35	95.07	1.42	45	19	1	1	1	Gradient Boost (General Model)	11	0.946	122896	372.3122476446837	2623342	0.5	2229	30	346445		Aquatic_19300_1
3300027816_2	94.91	0.97	41	19	1	1	0	Neural Network (Specific Model)	11	0.898	18285	385.9040311029261	6288809	0.59	4887	502	86929		Aquatic_19300_1
3300027816_38	90.99	0.08	31	18	1	1	1	Neural Network (Specific Model)	11	0.915	33420	308.8999144568007	1181196	0.37	1169	60	80698		Aquatic_19300_1
3300027819_105	96.78	0.55	39	15	0	0	1	Neural Network (Specific Model)	11	0.931	1194739	292.8400315208826	1194739	0.43	1269	1	1194739		Aquatic_19300_1
3300027819_130	97.94	0.02	45	20	1	1	1	Gradient Boost (General Model)	11	0.901	129939	321.7200902934537	947114	0.37	886	15	184483		Aquatic_19300_1
3300028103_5	100.0	0.23	49	20	0	0	0	Neural Network (Specific Model)	11	0.941	97063	295.2563880467735	2163498	0.69	2309	37	421273		Aquatic_19300_1
3300028169_22	91.59	3.17	41	18	0	1	0	Gradient Boost (General Model)	11	0.871	17624	262.94117647058823	890261	0.44	986	75	55150		Aquatic_19300_1
3300028195_32	94.54	2.17	37	18	0	1	1	Gradient Boost (General Model)	11	0.929	22295	279.10592255125283	788696	0.47	878	54	44278		Aquatic_19300_1
3300028553_30	95.62	3.53	53	20	0	1	2	Neural Network (Specific Model)	11	0.937	16038	292.9982269503546	2110822	0.53	2256	192	84751		Aquatic_19300_1
3300028569_30	92.92	1.11	42	20	1	1	1	Gradient Boost (General Model)	11	0.938	31480	322.7673598872048	2922698	0.66	2837	148	115533		Aquatic_19300_1
3300000129_8	100.0	4.1	36	19	0	0	3	Neural Network (Specific Model)	11	0.88	19568	286.78616898148147	3371702	0.4	3456	252	108802		Aquatic_19300_1
3300000563_33	94.17	2.51	34	16	0	0	1	Gradient Boost (General Model)	11	0.909	13902	307.02927849424884	2901513	0.67	2869	283	132326		Aquatic_19300_1
3300000865_7	97.24	0.9	42	20	0	0	1	Gradient Boost (General Model)	11	0.951	38334	349.1223776223776	2513063	0.36	2288	99	121377		Aquatic_19300_1
3300000866_7	99.24	0.6	48	20	1	1	1	Gradient Boost (General Model)	11	0.939	33781	336.86475409836066	2091707	0.51	1952	94	84465		Aquatic_19300_1
3300005068_7	99.8	0.84	51	19	0	0	1	Neural Network (Specific Model)	11	0.934	38969	318.10718586912884	2537482	0.55	2491	96	154049		Aquatic_19300_1
3300005298_28	99.9	0.0	47	18	1	0	0	Neural Network (Specific Model)	11	0.915	97962	267.3926261319534	1346747	0.42	1546	28	177149		Aquatic_19300_1
3300005298_9	90.26	0.19	44	19	1	1	2	Neural Network (Specific Model)	11	0.908	28049	300.32625055334216	2236588	0.36	2259	113	84003		Aquatic_19300_1
3300005838_47	94.46	1.9	46	19	1	0	0	Gradient Boost (General Model)	11	0.93	37457	294.5487674169346	884280	0.38	933	35	116299		Aquatic_19300_1
3300006174_6	96.03	0.67	41	19	1	1	1	Gradient Boost (General Model)	11	0.931	65891	334.65162808944683	2744160	0.51	2549	57	208134		Aquatic_19300_1
3300010160_36	94.34	1.16	29	18	1	0	1	Gradient Boost (General Model)	11	0.956	11149	326.8455772113943	2045185	0.41	2001	234	35142		Aquatic_19300_1
3300011118_42	96.6	0.65	36	18	0	0	0	Neural Network (Specific Model)	11	0.934	81453	321.2927209030751	2647345	0.28	2569	58	209819		Aquatic_19300_1
3300012092_7	94.64	1.22	45	19	0	1	1	Gradient Boost (General Model)	11	0.871	11574	267.571150639244	3303268	0.6	3598	348	38101		Aquatic_19300_1
3300013131_40	96.11	0.52	40	20	0	0	0	Neural Network (Specific Model)	11	0.856	23545	297.1275808936826	3373381	0.58	3245	233	93185		Aquatic_19300_1
3300013132_178	93.36	0.11	46	19	1	1	1	Neural Network (Specific Model)	11	0.878	53169	255.537517053206	638794	0.49	733	24	121307		Aquatic_19300_1
3300013132_345	98.84	0.05	41	19	1	1	1	Neural Network (Specific Model)	11	0.913	944881	286.8497512437811	944881	0.47	1005	1	944881		Aquatic_19300_1
3300013132_38	98.62	0.95	50	20	1	1	1	Gradient Boost (General Model)	11	0.941	39666	343.0066085911685	3629955	0.67	3329	187	111455		Aquatic_19300_1
3300014160_13	92.17	0.15	43	20	0	0	0	Gradient Boost (General Model)	11	0.897	60328	287.41621621621624	1774073	0.53	1850	55	103437		Aquatic_19300_1
3300014208_96	100.0	0.07	42	19	1	0	1	Gradient Boost (General Model)	11	0.895	27500	283.53056234718827	1164423	0.49	1227	57	81329		Aquatic_19300_1
3300014638_10	94.59	3.06	49	19	1	1	1	Gradient Boost (General Model)	11	0.841	38459	276.4436345966958	4051821	0.48	4116	195	129265		Aquatic_19300_1
3300015360_71	94.32	0.08	42	20	0	1	1	Gradient Boost (General Model)	11	0.902	30205	312.735792246895	2757222	0.48	2657	127	146389		Aquatic_19300_1
3300017423_23	100.0	0.04	40	20	0	0	0	Gradient Boost (General Model)	11	0.934	97443	308.5476904619076	1647624	0.6	1667	24	284441		Aquatic_19300_1
3300017423_4	100.0	0.09	46	19	1	1	1	Gradient Boost (General Model)	11	0.896	40321	359.54585259061054	4940147	0.53	4111	199	183339		Aquatic_19300_1
3300017532_74	99.96	0.03	40	20	0	0	0	Neural Network (Specific Model)	11	0.949	77037	315.76518987341774	1572665	0.53	1580	39	159097		Aquatic_19300_1
3300018008_7	94.38	3.2	53	20	2	2	1	Gradient Boost (General Model)	11	0.84	37120	277.23510971786834	4724849	0.49	4785	243	129265		Aquatic_19300_1
3300018015_34	98.39	0.66	47	20	1	1	0	Gradient Boost (General Model)	11	0.9	112351	283.0751104565538	639531	0.57	679	11	128758		Aquatic_19300_1
3300018414_5	91.71	4.28	49	18	0	0	0	Neural Network (Specific Model)	11	0.886	25295	311.8484896409932	6668116	0.63	6323	407	99571		Aquatic_19300_1
3300020139_24	94.46	0.46	47	20	1	1	1	Gradient Boost (General Model)	11	0.926	67205	307.67793744716823	2351874	0.69	2366	58	151107		Aquatic_19300_1
3300020153_39	96.55	0.13	45	20	0	0	0	Gradient Boost (General Model)	11	0.927	24233	290.43140428976125	2314294	0.41	2471	149	80921		Aquatic_19300_1
3300020184_19	97.59	2.92	40	19	0	0	0	Gradient Boost (General Model)	11	0.905	34254	392.4912904372556	3653269	0.7	2813	164	196378		Aquatic_19300_1
3300020200_89	96.71	0.08	42	19	1	1	1	Gradient Boost (General Model)	11	0.903	11738	265.8384831460674	626792	0.44	712	61	42481		Aquatic_19300_1
3300020200_91	99.95	0.13	49	20	1	1	0	Neural Network (Specific Model)	11	0.831	92656	285.83248730964465	608607	0.44	591	15	123911		Aquatic_19300_1
3300020214_35	90.28	0.76	38	18	1	1	1	Gradient Boost (General Model)	11	0.889	47399	297.2160133444537	2402298	0.64	2398	75	174777		Aquatic_19300_1
3300020214_38	100.0	0.37	37	20	0	0	0	Gradient Boost (General Model)	11	0.948	67238	372.80199579831935	2241977	0.41	1904	54	268706		Aquatic_19300_1
3300020214_41	92.81	0.27	36	19	1	0	0	Gradient Boost (General Model)	11	0.941	59252	361.3932038834951	2131449	0.67	1854	76	204592		Aquatic_19300_1
3300020253_4	94.31	1.04	27	15	0	0	0	Gradient Boost (General Model)	11	0.915	22199	330.8512173128945	2403965	0.45	2218	169	85567		Aquatic_19300_1
3300020285_6	91.74	1.1	46	20	0	0	0	Gradient Boost (General Model)	11	0.941	26192	309.3347280334728	1882634	0.67	1912	107	91340		Aquatic_19300_1
3300020415_9	99.97	0.62	36	19	0	0	0	Neural Network (Specific Model)	11	0.917	25908	307.420337960169	3324678	0.66	3314	188	91354		Aquatic_19300_1
3300020429_44	92.35	0.07	33	20	1	1	0	Gradient Boost (General Model)	11	0.92	133842	396.1742671009772	791764	0.33	614	20	174348		Aquatic_19300_1
3300020706_7	92.29	0.73	30	16	0	0	0	Neural Network (Specific Model)	11	0.948	19849	304.2743979721166	1514946	0.53	1578	106	62244		Aquatic_19300_1
3300020730_4	99.94	0.36	44	20	0	0	0	Neural Network (Specific Model)	11	0.889	38782	305.8762784559551	3121611	0.46	3031	149	150285		Aquatic_19300_1
3300021093_43	98.02	2.13	46	20	1	0	1	Gradient Boost (General Model)	11	0.938	41216	320.3324595893403	2338461	0.58	2289	116	130325		Aquatic_19300_1
3300021093_51	99.95	1.01	36	19	1	0	2	Neural Network (Specific Model)	11	0.96	65607	352.77940407736537	2102746	0.43	1913	60	210747		Aquatic_19300_1
3300021338_17	99.51	0.02	38	20	2	1	1	Gradient Boost (General Model)	11	0.926	202283	341.015625	2472628	0.52	2240	19	341188		Aquatic_19300_1
3300021341_7	95.06	2.04	71	20	0	0	3	Gradient Boost (General Model)	11	0.902	234044	372.5496128477201	8628240	0.64	6974	73	543288		Aquatic_19300_1
3300021368_10	90.6	3.66	20	15	0	0	0	Gradient Boost (General Model)	11	0.958	9989	288.13887204366284	1480116	0.51	1649	187	44892		Aquatic_19300_1
3300021376_74	96.9	0.32	46	17	1	1	1	Neural Network (Specific Model)	11	0.9	33755	250.41689189189188	1231706	0.41	1480	68	92226		Aquatic_19300_1
3300021494_3	91.36	0.94	35	18	1	1	2	Gradient Boost (General Model)	11	0.92	12479	302.3707317073171	2823351	0.41	2870	305	54815		Aquatic_19300_1
3300022866_5	95.9	1.12	48	19	1	1	1	Gradient Boost (General Model)	11	0.909	55281	309.7446409989594	4902393	0.58	4805	145	177169		Aquatic_19300_1
3300022882_7	100.0	0.37	45	20	1	1	1	Neural Network (Specific Model)	11	0.916	177353	321.8854105138807	1780829	0.52	1693	28	331016		Aquatic_19300_1
3300022933_30	97.27	0.01	35	19	1	1	1	Gradient Boost (General Model)	11	0.954	33542	336.8415043653459	1572195	0.49	1489	85	99031		Aquatic_19300_1
3300023177_18	96.32	1.91	44	18	1	1	1	Gradient Boost (General Model)	11	0.898	16123	297.7067089755213	2189957	0.49	2206	194	68521		Aquatic_19300_1
3300024280_3	92.73	2.02	44	19	1	1	0	Gradient Boost (General Model)	11	0.933	11796	308.51459746387496	3353838	0.53	3391	370	45195		Aquatic_19300_1
3300024505_2	99.84	0.25	50	20	1	1	1	Neural Network (Specific Model)	11	0.94	33454	289.3741963137591	2144088	0.69	2333	91	190151		Aquatic_19300_1
3300025042_3	98.17	3.43	90	19	1	0	1	Neural Network (Specific Model)	11	0.878	63539	313.79635175605773	3932648	0.4	3673	109	148181		Aquatic_19300_1
3300025093_23	96.97	0.04	48	20	1	1	1	Gradient Boost (General Model)	11	0.904	60295	272.4242068155112	766944	0.53	851	19	153801		Aquatic_19300_1
3300025093_8	99.98	0.32	55	20	0	0	5	Neural Network (Specific Model)	11	0.911	174024	326.8790977443609	3574083	0.58	3325	28	347853		Aquatic_19300_1
3300025181_4	95.11	0.9	25	16	1	1	0	Gradient Boost (General Model)	11	0.955	11172	289.53640167364017	1084162	0.31	1195	122	52192		Aquatic_19300_1
3300025365_1	93.13	1.45	25	16	0	0	0	Gradient Boost (General Model)	11	0.846	11096	304.3533230293663	3486400	0.35	3235	389	45693		Aquatic_19300_1
3300025375_1	100.0	0.6	37	20	0	0	0	Gradient Boost (General Model)	11	0.848	28383	336.1572791628193	3861716	0.35	3249	209	85575		Aquatic_19300_1
3300025487_2	94.03	0.03	37	19	0	0	0	Gradient Boost (General Model)	11	0.933	69556	326.08361678004536	3692599	0.51	3528	85	191082		Aquatic_19300_1
3300025506_5	99.09	1.23	63	20	1	1	1	Gradient Boost (General Model)	11	0.841	24615	277.7651141552511	5414969	0.63	5475	355	125319		Aquatic_19300_1
3300025623_18	92.42	0.01	37	18	1	1	1	Gradient Boost (General Model)	11	0.936	37211	332.05606936416183	1836911	0.38	1730	72	102088		Aquatic_19300_1
3300025809_24	98.09	1.6	43	20	0	0	0	Gradient Boost (General Model)	11	0.908	38705	309.6094564408042	2743612	0.45	2686	128	113010		Aquatic_19300_1
3300025816_7	90.56	0.67	41	19	0	0	0	Neural Network (Specific Model)	11	0.898	30429	313.1051156271899	2980521	0.54	2854	179	97071		Aquatic_19300_1
