Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source
3300021488_2	93.73	0.24	Neural Network (Specific Model)	11	0.87	28687	330.81890660592256	3002607	0.29	2634	170	90752	None	Aquatic_19300_3
3300021493_5	90.81	1.3	Neural Network (Specific Model)	11	0.898	29713	274.9052254098361	1787535	0.32	1952	109	152596	None	Aquatic_19300_3
3300021509_8	84.74	1.88	Gradient Boost (General Model)	11	0.886	7522	300.68513119533526	2089953	0.5	2058	314	30485	None	Aquatic_19300_3
3300021511_9	75.73	2.34	Gradient Boost (General Model)	11	0.88	7431	296.84266764922626	2741668	0.6	2714	416	25363	None	Aquatic_19300_3
3300022225_51	87.62	0.49	Gradient Boost (General Model)	11	0.946	14016	261.39619883040933	565210	0.41	684	52	34437	None	Aquatic_19300_3
3300022745_7	97.96	1.25	Gradient Boost (General Model)	11	0.944	65374	317.31509433962265	2666641	0.54	2650	79	121802	None	Aquatic_19300_3
3300022845_10	89.63	1.51	Neural Network (Specific Model)	11	0.947	11162	284.9938603223331	1172558	0.52	1303	133	39378	None	Aquatic_19300_3
3300022890_9	96.14	0.45	Neural Network (Specific Model)	11	0.921	30833	277.5845588235294	735097	0.39	816	39	83062	None	Aquatic_19300_3
3300022907_11	100.0	5.65	Gradient Boost (General Model)	11	0.915	59270	312.53077463140653	4375275	0.61	4273	149	294104	None	Aquatic_19300_3
3300023179_48	100.0	0.11	Gradient Boost (General Model)	11	0.909	29360	316.4944903581267	1506762	0.45	1452	65	84123	None	Aquatic_19300_3
3300023184_106	78.12	0.29	Gradient Boost (General Model)	11	0.93	11431	276.585635359116	483512	0.35	543	55	37832	None	Aquatic_19300_3
3300023236_4	95.87	1.98	Gradient Boost (General Model)	11	0.886	49154	337.0064918203064	4384507	0.48	3851	189	137908	None	Aquatic_19300_3
3300024230_9	79.98	2.74	Gradient Boost (General Model)	11	0.941	8293	296.08062330623306	1391102	0.55	1476	193	23824	None	Aquatic_19300_3
3300024294_10	88.79	2.57	Gradient Boost (General Model)	11	0.913	11043	307.33912735012416	2840867	0.61	2819	312	40402	None	Aquatic_19300_3
3300024328_10	93.34	3.84	Gradient Boost (General Model)	11	0.907	11820	314.22749231444885	2364091	0.53	2277	254	63468	None	Aquatic_19300_3
3300024428_5	82.34	3.99	Gradient Boost (General Model)	11	0.869	8312	320.58490566037733	2520310	0.36	2279	346	33037	None	Aquatic_19300_3
3300024433_17	74.85	4.6	Gradient Boost (General Model)	11	0.866	9013	271.75528781793844	3505748	0.51	3735	448	81647	None	Aquatic_19300_3
3300024433_22	89.61	2.43	Gradient Boost (General Model)	11	0.895	10898	313.9623488773748	3038372	0.42	2895	356	49421	None	Aquatic_19300_3
3300024433_41	87.47	1.23	Gradient Boost (General Model)	11	0.874	13889	273.140625	1733822	0.56	1856	168	45323	None	Aquatic_19300_3
3300024433_50	57.86	0.13	Gradient Boost (General Model)	11	0.901	6467	275.52953439888813	1317994	0.53	1439	224	20538	None	Aquatic_19300_3
3300024490_1	100.0	0.3	Neural Network (Specific Model)	11	0.941	119084	296.32246849196	2162460	0.69	2301	31	315212	None	Aquatic_19300_3
3300025050_3	100.0	0.02	Neural Network (Specific Model)	11	0.88	364076	321.13136966126655	3708745	0.58	3395	19	712207	None	Aquatic_19300_3
3300025094_8	95.29	0.07	Gradient Boost (General Model)	11	0.838	1194698	378.449423815621	4224433	0.65	3124	11	1240847	None	Aquatic_19300_3
3300025118_6	81.32	2.76	Neural Network (Specific Model)	11	0.913	138789	313.1201643272852	3002031	0.6	2921	42	449743	None	Aquatic_19300_3
3300025133_5	98.34	1.79	Neural Network (Specific Model)	11	0.915	38633	307.1726321585903	3649876	0.58	3632	149	137257	None	Aquatic_19300_3
3300025211_1	90.34	6.27	Gradient Boost (General Model)	11	0.858	15031	278.16564057461153	3314071	0.59	3411	289	65284	None	Aquatic_19300_3
3300025238_13	63.25	2.89	Gradient Boost (General Model)	11	0.871	6598	264.5298476739399	2208735	0.56	2429	370	29014	None	Aquatic_19300_3
3300025238_25	81.52	0.03	Neural Network (Specific Model)	11	0.957	9737	280.4827925270403	891728	0.3	1017	113	30229	None	Aquatic_19300_3
3300025264_1	97.78	2.09	Neural Network (Specific Model)	11	0.903	32609	304.9863531387781	4816606	0.57	4763	275	128814	None	Aquatic_19300_3
3300025264_6	99.98	0.32	Neural Network (Specific Model)	11	0.918	531197	317.28410404624276	3582465	0.59	3460	12	899232	None	Aquatic_19300_3
3300025268_2	98.32	0.25	Gradient Boost (General Model)	11	0.906	333477	317.3115140098893	4453713	0.55	4247	25	569453	None	Aquatic_19300_3
3300025277_4	88.91	3.43	Neural Network (Specific Model)	11	0.902	44495	348.078426124197	4319931	0.45	3736	150	116740	None	Aquatic_19300_3
3300025281_7	88.09	3.37	Neural Network (Specific Model)	11	0.926	9765	302.8821266176985	2800669	0.32	2859	345	44532	None	Aquatic_19300_3
3300025300_3	83.33	2.5	Neural Network (Specific Model)	11	0.891	8517	284.31309385863267	4123300	0.67	4315	546	69757	None	Aquatic_19300_3
3300025305_13	52.35	0.34	Neural Network (Specific Model)	11	0.896	9795	289.46360917248256	1941065	0.56	2006	245	33479	None	Aquatic_19300_3
3300025345_14	74.65	2.66	Neural Network (Specific Model)	11	0.919	18491	284.69305451829723	1239912	0.61	1339	100	52938	None	Aquatic_19300_3
3300025345_9	73.42	0.04	Gradient Boost (General Model)	11	0.91	25666	326.3231671554252	1830745	0.34	1705	116	75954	None	Aquatic_19300_3
3300025351_6	93.23	0.0	Gradient Boost (General Model)	11	0.916	156333	327.66112716763007	2964654	0.59	2768	31	303705	None	Aquatic_19300_3
3300025374_9	89.64	1.7	Neural Network (Specific Model)	11	0.922	15812	250.13240857503152	642416	0.25	793	58	64882	None	Aquatic_19300_3
3300025468_10	57.14	2.32	Gradient Boost (General Model)	11	0.894	7073	295.01119242359016	2296741	0.43	2323	360	19108	None	Aquatic_19300_3
3300025468_17	78.13	1.87	Neural Network (Specific Model)	11	0.933	30988	317.3208701563562	1497169	0.42	1471	73	96645	None	Aquatic_19300_3
3300025476_4	93.44	0.53	Gradient Boost (General Model)	11	0.935	100568	381.62821948488244	3274284	0.45	2679	47	201037	None	Aquatic_19300_3
3300025501_48	60.22	0.84	Gradient Boost (General Model)	11	0.856	643300	258.9465541490858	643300	0.51	711	1	643300	None	Aquatic_19300_3
3300025586_31	64.36	0.88	Gradient Boost (General Model)	11	0.9	6331	277.4178957718781	939412	0.47	1017	160	23842	None	Aquatic_19300_3
3300025622_25	46.81	0.06	Gradient Boost (General Model)	11	0.926	112359	390.3632246376812	1394310	0.43	1104	23	283134	None	Aquatic_19300_3
3300025639_17	96.32	0.01	Gradient Boost (General Model)	11	0.922	66211	312.67166344294003	2100206	0.48	2068	59	142939	None	Aquatic_19300_3
3300025642_34	83.01	0.31	Gradient Boost (General Model)	11	0.934	42488	307.35568760611204	1160950	0.43	1178	48	114991	None	Aquatic_19300_3
3300025642_46	66.47	2.82	Gradient Boost (General Model)	11	0.947	5689	294.2400857449089	866750	0.38	933	157	18855	None	Aquatic_19300_3
3300025656_19	87.08	0.64	Gradient Boost (General Model)	11	0.9	8689	281.93760932944605	1608778	0.42	1715	213	38556	None	Aquatic_19300_3
3300025658_25	54.21	1.24	Neural Network (Specific Model)	11	0.954	5209	318.2776025236593	1266785	0.49	1268	249	14064	None	Aquatic_19300_3
3300025658_34	85.45	0.31	Neural Network (Specific Model)	11	0.948	9226	287.19630281690144	1029427	0.54	1136	144	27080	None	Aquatic_19300_3
3300025673_20	99.73	0.01	Neural Network (Specific Model)	11	0.906	392991	309.3340707964602	1386396	0.43	1356	7	436501	None	Aquatic_19300_3
3300025705_42	79.46	0.66	Neural Network (Specific Model)	11	0.949	96211	360.7233523189585	1399250	0.39	1229	32	168727	None	Aquatic_19300_3
3300025770_41	95.38	0.5	Gradient Boost (General Model)	11	0.957	12570	319.32582688247714	1417645	0.49	1421	137	53835	None	Aquatic_19300_3
3300025775_43	39.92	0.02	Gradient Boost (General Model)	11	0.931	206762	305.20377358490566	780575	0.72	795	5	313413	None	Aquatic_19300_3
3300026093_5	96.51	0.6	Gradient Boost (General Model)	11	0.884	21209	308.96580459770115	3641572	0.51	3480	232	130973	None	Aquatic_19300_3
3300026190_2	82.74	0.53	Gradient Boost (General Model)	11	0.924	8454	372.32269390360676	3784381	0.6	3133	515	47135	None	Aquatic_19300_3
3300026278_21	99.02	1.07	Gradient Boost (General Model)	11	0.937	34824	365.973773676542	2408236	0.34	2059	104	167163	None	Aquatic_19300_3
3300026278_22	72.4	0.44	Gradient Boost (General Model)	11	0.908	9391	322.3180175529169	2059432	0.58	1937	253	44762	None	Aquatic_19300_3
3300026518_14	90.61	0.21	Gradient Boost (General Model)	11	0.919	93332	347.21448579431774	2829023	0.63	2499	75	296414	None	Aquatic_19300_3
3300026518_21	94.58	0.0	Gradient Boost (General Model)	11	0.912	86217	327.1678832116788	2204574	0.6	2055	51	179742	None	Aquatic_19300_3
3300026534_21	99.99	0.82	Neural Network (Specific Model)	11	0.904	27927	315.26598790964044	3280358	0.6	3143	166	97371	None	Aquatic_19300_3
3300026544_16	78.16	1.24	Gradient Boost (General Model)	11	0.929	9099	297.45588235294116	1172978	0.31	1224	149	36330	None	Aquatic_19300_3
3300027152_6	93.15	1.83	Gradient Boost (General Model)	11	0.937	16757	318.9789119804401	3333742	0.64	3272	295	58363	None	Aquatic_19300_3
3300027206_3	94.29	0.2	Gradient Boost (General Model)	11	0.907	43411	317.9563967417345	2189934	0.49	2087	105	138645	None	Aquatic_19300_3
3300027281_13	60.06	1.37	Neural Network (Specific Model)	11	0.95	6240	280.1869991095281	991630	0.46	1123	172	21950	None	Aquatic_19300_3
3300027292_7	66.94	0.01	Neural Network (Specific Model)	11	0.932	7924	271.25892857142856	1171593	0.44	1344	170	20283	None	Aquatic_19300_3
3300027294_10	55.14	0.0	Neural Network (Specific Model)	11	0.964	188890	365.02303415409057	1426110	0.45	1259	20	251625	None	Aquatic_19300_3
3300027302_9	74.39	0.19	Gradient Boost (General Model)	11	0.947	7038	326.4409656733308	2735784	0.63	2651	429	26117	None	Aquatic_19300_3
3300027305_13	69.66	0.05	Gradient Boost (General Model)	11	0.954	5865	303.21946740128556	1035389	0.57	1089	185	19157	None	Aquatic_19300_3
3300027305_3	92.52	0.77	Gradient Boost (General Model)	11	0.911	15537	306.9728700618753	2119958	0.52	2101	183	65049	None	Aquatic_19300_3
3300027315_7	94.86	6.21	Gradient Boost (General Model)	11	0.931	29060	309.7972907595549	2060278	0.37	2067	140	100969	None	Aquatic_19300_3
3300027367_3	84.95	0.07	Neural Network (Specific Model)	11	0.914	178062	342.47066326530614	2641565	0.3	2352	30	332540	None	Aquatic_19300_3
3300027503_4	100.0	1.25	Gradient Boost (General Model)	11	0.928	561135	387.8929592101845	4820708	0.48	3849	38	763208	None	Aquatic_19300_3
3300027622_17	60.14	2.57	Gradient Boost (General Model)	11	0.951	7072	334.1826697892272	1347933	0.45	1281	211	23722	None	Aquatic_19300_3
3300027685_32	70.49	2.88	Gradient Boost (General Model)	11	0.941	8196	291.3015368309486	1749875	0.67	1887	249	44309	None	Aquatic_19300_3
3300027758_11	95.18	1.23	Neural Network (Specific Model)	11	0.885	181496	324.4149293880296	4898101	0.46	4461	74	489432	None	Aquatic_19300_3
3300027805_10	75.68	0.36	Gradient Boost (General Model)	11	0.961	9781	341.58564964447316	1646140	0.54	1547	200	31409	None	Aquatic_19300_3
3300027820_35	96.83	2.82	Gradient Boost (General Model)	11	0.92	671153	318.49611856033874	2939418	0.61	2834	21	888700	None	Aquatic_19300_3
3300027820_4	78.35	1.29	Gradient Boost (General Model)	11	0.879	6530	331.4079952088636	7548417	0.43	6679	1240	26389	None	Aquatic_19300_3
3300027823_20	93.39	3.46	Gradient Boost (General Model)	11	0.921	123371	331.14586129753917	4809539	0.68	4470	166	277048	None	Aquatic_19300_3
3300027823_36	96.79	0.17	Neural Network (Specific Model)	11	0.886	12059	276.5	3648241	0.45	3904	374	49988	None	Aquatic_19300_3
3300027823_78	62.83	1.88	Gradient Boost (General Model)	11	0.901	7248	324.5	1828751	0.71	1696	278	45100	None	Aquatic_19300_3
3300027828_54	93.87	0.08	Gradient Boost (General Model)	11	0.917	12180	287.6694101508916	2740795	0.61	2916	286	61206	None	Aquatic_19300_3
3300027828_61	88.67	3.4	Gradient Boost (General Model)	11	0.887	9817	276.22955465587046	2303068	0.43	2470	275	60440	None	Aquatic_19300_3
3300027834_16	99.84	0.68	Neural Network (Specific Model)	11	0.903	127794	306.490570719603	4094473	0.6	4030	75	227904	None	Aquatic_19300_3
3300027834_63	59.62	0.1	Neural Network (Specific Model)	11	0.919	36748	334.6036842105263	2072685	0.32	1900	103	250338	None	Aquatic_19300_3
3300027850_21	80.47	8.24	Gradient Boost (General Model)	11	0.887	8896	279.5378223991691	5447230	0.64	5777	734	59181	None	Aquatic_19300_3
3300027850_85	81.37	0.28	Gradient Boost (General Model)	11	0.924	8637	293.8701612903226	2361232	0.65	2480	330	27749	None	Aquatic_19300_3
3300027863_121	50.43	0.2	Gradient Boost (General Model)	11	0.933	5137	342.35005336179296	2058843	0.54	1874	412	19824	None	Aquatic_19300_3
3300027863_125	97.76	0.18	Gradient Boost (General Model)	11	0.906	35153	291.56187766714083	2028845	0.68	2109	95	149709	None	Aquatic_19300_3
3300027863_141	92.24	2.1	Gradient Boost (General Model)	11	0.943	14118	292.192023633678	1876946	0.56	2031	177	52862	None	Aquatic_19300_3
3300027863_162	94.52	2.53	Neural Network (Specific Model)	11	0.935	46141	313.3349693251534	1632058	0.42	1630	59	109113	None	Aquatic_19300_3
3300027863_185	93.41	3.27	Neural Network (Specific Model)	11	0.914	16368	275.6019962570181	1444881	0.48	1603	129	50725	None	Aquatic_19300_3
3300027863_188	79.82	0.81	Gradient Boost (General Model)	11	0.842	13330	259.02807283763275	1212343	0.52	1318	123	48002	None	Aquatic_19300_3
3300027863_296	52.79	1.21	Gradient Boost (General Model)	11	0.944	26441	299.2112125162973	726052	0.35	767	43	94573	None	Aquatic_19300_3
3300027863_363	73.0	0.08	Gradient Boost (General Model)	11	0.948	20225	298.2848232848233	452127	0.34	481	30	50155	None	Aquatic_19300_3
3300027863_367	68.38	1.05	Gradient Boost (General Model)	11	0.933	9252	238.94086956521738	440302	0.36	575	57	20028	None	Aquatic_19300_3
3300027863_380	95.69	0.5	Gradient Boost (General Model)	11	0.93	9885	293.49285714285713	397023	0.34	420	47	28065	None	Aquatic_19300_3
3300027863_71	90.87	2.67	Neural Network (Specific Model)	11	0.872	167408	312.4780635400908	2836181	0.59	2644	36	310340	None	Aquatic_19300_3
3300027870_25	81.52	0.35	Neural Network (Specific Model)	11	0.914	152597	336.5263632266787	4894624	0.64	4438	60	397664	None	Aquatic_19300_3
3300027878_27	96.2	1.1	Gradient Boost (General Model)	11	0.836	66530	326.71498493975906	6219358	0.4	5312	184	205919	None	Aquatic_19300_3
3300027878_38	87.24	0.15	Neural Network (Specific Model)	11	0.822	68804	284.5679788961039	5104784	0.52	4928	138	153823	None	Aquatic_19300_3
3300027878_95	54.22	2.26	Gradient Boost (General Model)	11	0.861	7166	338.4719387755102	2306473	0.59	1960	356	30955	None	Aquatic_19300_3
3300027888_46	68.32	1.78	Gradient Boost (General Model)	11	0.889	10815	321.7159793814433	2103262	0.53	1940	239	43821	None	Aquatic_19300_3
3300027897_35	85.43	3.18	Gradient Boost (General Model)	11	0.859	6650	283.8440054495913	2902847	0.56	2936	462	29984	None	Aquatic_19300_3
3300027901_48	64.71	3.88	Gradient Boost (General Model)	11	0.947	6317	289.03881856540085	1081372	0.42	1185	183	30398	None	Aquatic_19300_3
3300027973_12	72.51	2.2	Neural Network (Specific Model)	11	0.879	23258	285.2840616966581	2264225	0.67	2334	133	79158	None	Aquatic_19300_3
3300027980_14	99.97	1.59	Neural Network (Specific Model)	11	0.872	220771	358.92052505966586	5169144	0.36	4190	48	542695	None	Aquatic_19300_3
3300027980_59	99.93	0.26	Neural Network (Specific Model)	11	0.918	506661	319.2610722610723	2234745	0.31	2145	4	824440	None	Aquatic_19300_3
3300027980_68	81.62	0.02	Neural Network (Specific Model)	11	0.936	11651	316.11466666666666	1513437	0.43	1500	169	36255	None	Aquatic_19300_3
3300028111_6	85.12	2.01	Neural Network (Specific Model)	11	0.918	13236	286.16960784313727	2856899	0.56	3060	283	54803	None	Aquatic_19300_3
3300028162_16	79.55	2.47	Gradient Boost (General Model)	11	0.924	13307	303.26409707351894	1375986	0.41	1401	135	44302	None	Aquatic_19300_3
3300028189_17	95.38	2.74	Gradient Boost (General Model)	11	0.947	46842	308.01096163428	1954974	0.56	2007	88	142993	None	Aquatic_19300_3
3300028397_4	81.27	1.46	Neural Network (Specific Model)	11	0.916	9598	283.8042655658755	2696475	0.56	2907	325	57586	None	Aquatic_19300_3
3300028602_56	86.05	1.26	Neural Network (Specific Model)	11	0.913	46280	309.7219222462203	1878582	0.56	1852	70	182806	None	Aquatic_19300_3
3300028602_80	67.01	1.14	Gradient Boost (General Model)	11	0.859	10736	268.49693251533745	1068128	0.38	1141	135	46170	None	Aquatic_19300_3
3300029797_14	79.64	0.27	Gradient Boost (General Model)	11	0.849	6953	289.92288081580625	1603785	0.43	1569	257	28491	None	Aquatic_19300_3
2013515001_1	93.76	1.79	Gradient Boost (General Model)	11	0.874	75410	251.15662078785002	1809382	0.32	2107	81	142957	None	Aquatic_19300_3
2140918012_1	64.15	0.03	Gradient Boost (General Model)	11	0.937	39405	331.0156709108717	1079581	0.47	1021	56	83848	None	Aquatic_19300_3
3300000187_9	99.6	1.24	Gradient Boost (General Model)	11	0.895	14871	285.2503937007874	1818015	0.42	1905	160	58396	None	Aquatic_19300_3
3300000200_3	99.9	1.6	Neural Network (Specific Model)	11	0.94	15374	272.2699597932223	1508682	0.28	1741	145	59503	None	Aquatic_19300_3
3300000823_1	76.3	0.0	Neural Network (Specific Model)	11	0.922	46177	327.18051995606004	2903509	0.63	2731	88	153850	None	Aquatic_19300_3
3300005081_13	79.05	0.97	Neural Network (Specific Model)	11	0.963	7148	285.13498452012385	1426574	0.47	1615	220	28901	None	Aquatic_19300_3
3300005101_3	73.42	0.97	Gradient Boost (General Model)	11	0.89	8586	322.2039497307002	3020996	0.62	2785	412	28005	None	Aquatic_19300_3
3300005101_4	74.27	0.04	Gradient Boost (General Model)	11	0.915	6636	310.5735033652143	2868524	0.48	2823	473	27260	None	Aquatic_19300_3
3300005662_52	95.5	0.46	Gradient Boost (General Model)	11	0.95	17978	340.5280235988201	1821061	0.47	1695	133	55502	None	Aquatic_19300_3
3300005722_6	71.86	0.1	Gradient Boost (General Model)	11	0.76	14158	313.7418918918919	915435	0.34	740	78	57359	None	Aquatic_19300_3
3300005805_44	49.69	0.0	Neural Network (Specific Model)	11	0.918	5770	302.79297365119197	1574912	0.44	1594	295	23842	None	Aquatic_19300_3
3300006303_5	55.44	0.7	Gradient Boost (General Model)	11	0.86	5372	266.1756906077348	1678516	0.58	1810	315	19541	None	Aquatic_19300_3
3300007517_23	87.72	0.19	Neural Network (Specific Model)	11	0.902	11543	308.73959236773635	4727960	0.54	4612	504	48273	None	Aquatic_19300_3
3300007517_32	75.51	0.45	Gradient Boost (General Model)	11	0.89	7281	316.24205508474574	4018298	0.6	3776	613	28811	None	Aquatic_19300_3
3300008012_10	92.1	0.9	Gradient Boost (General Model)	11	0.921	8612	317.4651982378855	2341624	0.41	2270	306	36141	None	Aquatic_19300_3
3300009083_36	99.99	2.01	Neural Network (Specific Model)	11	0.84	27829	290.6437933693138	6714186	0.45	6485	393	103637	None	Aquatic_19300_3
3300009083_71	93.95	1.75	Gradient Boost (General Model)	11	0.898	15652	302.7567771084337	4020741	0.69	3984	359	68394	None	Aquatic_19300_3
3300009083_78	74.94	0.06	Gradient Boost (General Model)	11	0.861	7252	323.1061236623068	3783463	0.4	3364	570	27325	None	Aquatic_19300_3
3300009084_125	80.55	0.67	Gradient Boost (General Model)	11	0.931	18786	306.10869565217394	2534927	0.65	2576	186	108259	None	Aquatic_19300_3
3300009084_141	58.37	0.67	Gradient Boost (General Model)	11	0.879	6469	328.20361757105945	2163745	0.67	1935	362	19919	None	Aquatic_19300_3
3300009084_81	95.58	0.91	Gradient Boost (General Model)	11	0.885	15616	319.26262908177506	3870614	0.54	3583	347	67649	None	Aquatic_19300_3
3300009702_98	68.52	0.21	Gradient Boost (General Model)	11	0.895	51060	334.2230088495575	1895650	0.66	1695	59	216981	None	Aquatic_19300_3
3300009703_5	94.09	2.97	Gradient Boost (General Model)	11	0.92	28028	423.47296849087894	8317801	0.65	6030	462	118523	None	Aquatic_19300_3
3300011013_23	75.18	0.23	Gradient Boost (General Model)	11	0.861	6370	306.446098868374	1788143	0.49	1679	306	19293	None	Aquatic_19300_3
3300012953_9	87.55	2.99	Gradient Boost (General Model)	11	0.947	12376	341.91574386133846	4491777	0.58	4154	460	62733	None	Aquatic_19300_3
3300013004_12	88.06	0.72	Gradient Boost (General Model)	11	0.846	9346	342.17857142857144	4307129	0.57	3556	545	39610	None	Aquatic_19300_3
3300013004_29	85.96	3.02	Neural Network (Specific Model)	11	0.914	12682	293.1785201149425	2673142	0.65	2784	270	59538	None	Aquatic_19300_3
3300013004_43	85.6	2.26	Gradient Boost (General Model)	11	0.914	10694	281.1361440491875	2094118	0.55	2277	244	29935	None	Aquatic_19300_3
3300013005_40	67.63	0.53	Gradient Boost (General Model)	11	0.903	4858	319.21543086172346	2112653	0.62	1996	430	18453	None	Aquatic_19300_3
3300013006_29	83.47	7.61	Neural Network (Specific Model)	11	0.924	11051	296.32900136798906	2808112	0.6	2924	303	57842	None	Aquatic_19300_3
3300013014_13	72.71	5.84	Neural Network (Specific Model)	11	0.834	6840	267.9355805243446	3852130	0.38	4005	605	57081	None	Aquatic_19300_3
3300013093_51	70.27	0.95	Gradient Boost (General Model)	11	0.946	8763	316.64848066298345	1451479	0.54	1448	197	29998	None	Aquatic_19300_3
3300013093_63	68.98	3.38	Neural Network (Specific Model)	11	0.95	10899	300.92578496669836	995648	0.5	1051	111	49984	None	Aquatic_19300_3
3300013094_14	95.23	0.0	Neural Network (Specific Model)	11	0.887	44940	325.6310175843183	3814795	0.43	3469	130	131639	None	Aquatic_19300_3
3300013123_133	95.62	0.11	Gradient Boost (General Model)	11	0.921	35291	287.0246913580247	680070	0.42	729	34	76566	None	Aquatic_19300_3
3300013123_36	91.09	0.95	Gradient Boost (General Model)	11	0.911	18790	306.4670477471419	2997011	0.65	2974	227	105101	None	Aquatic_19300_3
3300013125_85	96.05	0.9	Gradient Boost (General Model)	11	0.892	70851	263.5574912891986	1269913	0.43	1435	29	321557	None	Aquatic_19300_3
3300013126_116	69.26	0.67	Gradient Boost (General Model)	11	0.951	8479	313.9185606060606	1043618	0.41	1056	143	46412	None	Aquatic_19300_3
3300013126_6	93.46	1.11	Gradient Boost (General Model)	11	0.905	18600	368.03335217637084	6459109	0.58	5307	516	87778	None	Aquatic_19300_3
3300013127_110	81.11	0.26	Gradient Boost (General Model)	11	0.873	8811	221.83496503496502	543150	0.35	715	74	29621	None	Aquatic_19300_3
3300013127_30	98.46	0.73	Gradient Boost (General Model)	11	0.895	20602	288.04755892255895	2287943	0.42	2376	176	80549	None	Aquatic_19300_3
3300013127_77	63.76	1.16	Gradient Boost (General Model)	11	0.906	5360	266.79715004191115	1051658	0.64	1193	205	20837	None	Aquatic_19300_3
3300013127_79	51.1	0.82	Gradient Boost (General Model)	11	0.93	7563	301.37393767705385	1025994	0.49	1059	147	36432	None	Aquatic_19300_3
3300013130_142	74.38	0.0	Gradient Boost (General Model)	11	0.93	9920	276.6455399061033	379592	0.42	426	50	21769	None	Aquatic_19300_3
3300013133_118	71.58	0.25	Gradient Boost (General Model)	11	0.924	6078	233.42995689655172	701056	0.38	928	125	18842	None	Aquatic_19300_3
3300013136_150	97.82	0.35	Gradient Boost (General Model)	11	0.892	31533	313.22149410222806	802508	0.48	763	33	137090	None	Aquatic_19300_3
3300013136_159	81.27	0.62	Gradient Boost (General Model)	11	0.891	12587	269.00615763546796	734388	0.4	812	75	36382	None	Aquatic_19300_3
3300013136_165	87.64	0.15	Gradient Boost (General Model)	11	0.883	10247	287.68157181571814	720422	0.57	738	85	36615	None	Aquatic_19300_3
3300013136_18	91.35	1.57	Gradient Boost (General Model)	11	0.821	16255	352.12246033954915	4619065	0.46	3593	396	71749	None	Aquatic_19300_3
3300013138_145	99.88	6.27	Gradient Boost (General Model)	11	0.909	165934	295.2981530343008	1105578	0.4	1137	21	262240	None	Aquatic_19300_3
3300013138_203	72.17	1.53	Neural Network (Specific Model)	11	0.939	9747	291.1061320754717	785835	0.52	848	89	40872	None	Aquatic_19300_3
3300013138_27	98.7	1.27	Gradient Boost (General Model)	11	0.926	62977	386.99591598599767	4292216	0.45	3428	127	164142	None	Aquatic_19300_3
3300013138_83	86.66	0.45	Neural Network (Specific Model)	11	0.896	9441	337.8993808049536	2188718	0.5	1938	273	27854	None	Aquatic_19300_3
3300013138_92	48.41	0.97	Gradient Boost (General Model)	11	0.931	5509	293.25418060200667	1973423	0.57	2093	365	18306	None	Aquatic_19300_3
3300014149_14	99.96	0.12	Neural Network (Specific Model)	11	0.91	262832	312.6983930778739	2491578	0.49	2427	17	548528	None	Aquatic_19300_3
3300014149_28	71.8	0.0	Gradient Boost (General Model)	11	0.953	13967	302.63868904876097	1187498	0.45	1251	116	50467	None	Aquatic_19300_3
3300014153_10	90.66	2.57	Gradient Boost (General Model)	11	0.84	38459	274.9391001739995	3942007	0.48	4023	198	129265	None	Aquatic_19300_3
3300017398_21	95.59	0.32	Neural Network (Specific Model)	11	0.908	26513	280.77391874180864	1410107	0.49	1526	70	92194	None	Aquatic_19300_3
3300017398_28	82.98	0.22	Neural Network (Specific Model)	11	0.893	13383	272.99706744868035	1247628	0.42	1364	121	39212	None	Aquatic_19300_3
3300017400_41	73.39	0.37	Neural Network (Specific Model)	11	0.896	46771	290.1081081081081	1038603	0.41	1073	37	100129	None	Aquatic_19300_3
3300017400_9	95.52	1.07	Neural Network (Specific Model)	11	0.848	43247	276.87839433293976	1654107	0.36	1694	68	165825	None	Aquatic_19300_3
3300017431_23	69.4	0.91	Gradient Boost (General Model)	11	0.875	5335	304.239335598339	2760764	0.43	2649	540	23222	None	Aquatic_19300_3
3300017431_35	62.33	2.19	Gradient Boost (General Model)	11	0.888	5092	277.2464065708419	1820180	0.64	1948	352	17549	None	Aquatic_19300_3
3300017441_13	93.32	1.25	Gradient Boost (General Model)	11	0.897	21493	299.3165167095116	3109925	0.67	3112	229	61176	None	Aquatic_19300_3
3300017444_11	100.0	0.0	Neural Network (Specific Model)	11	0.827	154873	337.3052100840336	7269883	0.41	5950	97	454366	None	Aquatic_19300_3
3300017444_91	59.22	0.41	Gradient Boost (General Model)	11	0.907	45099	318.0301075268817	976568	0.67	930	48	112213	None	Aquatic_19300_3
3300017449_23	49.86	0.11	Gradient Boost (General Model)	11	0.932	54685	344.60117647058826	939567	0.5	850	20	256937	None	Aquatic_19300_3
3300017522_43	73.5	0.13	Gradient Boost (General Model)	11	0.941	8028	294.741456166419	1261209	0.55	1346	177	46106	None	Aquatic_19300_3
3300017531_5	94.93	3.37	Gradient Boost (General Model)	11	0.917	20056	364.31112334801765	4321577	0.4	3632	304	81671	None	Aquatic_19300_3
3300017963_38	95.73	0.49	Gradient Boost (General Model)	11	0.927	75141	333.9273955255382	2552474	0.45	2369	61	210285	None	Aquatic_19300_3
